,temp,yield
0,0.2061655926117275,1280.0
1,0.6185454700839561,2.180136192766861
2,10.141666666666667,5.7727084
3,9.716666666666667,6.6130943
4,10.70833333333333,4.4469389999999995
5,10.316666666666668,5.656543
6,10.091666666666667,6.4399657
7,10.925,6.3377685999999995
8,11.441666666666665,6.4650354000000005
9,10.575,4.454892
10,9.7,6.6571164000000005
11,11.341666666666667,6.5329239999999995
12,11.6,5.6268377
13,10.183333333333332,6.8692822
14,9.9,5.717601999999999
15,10.358333333333333,7.750719
16,10.341666666666667,6.152258
17,9.533333333333333,7.061566
18,9.808333333333334,7.482547
19,12.491666666666667,7.594467
20,11.341666666666667,8.197711
21,10.416666666666666,8.127222999999999
22,11.283333333333333,8.334717999999999
23,11.15,7.0843570000000025
24,10.216666666666667,8.193541
25,10.433333333333332,9.138710000000001
26,10.783333333333333,8.698088
27,11.366666666666665,8.510100999999999
28,10.741666666666665,8.932966
29,9.625,9.19018
30,9.841666666666667,8.235291
31,10.608333333333336,8.542435000000001
32,10.691666666666668,8.001781
33,11.966666666666667,6.295631
34,9.691666666666666,8.757555
35,8.400000000000002,9.334327
36,9.908333333333333,7.0853095
37,10.816666666666668,4.7393374
38,10.375,6.2184625
39,10.233333333333336,6.4268870000000025
40,11.1,7.077692999999999
41,11.658333333333333,6.814248599999999
42,10.616666666666667,4.394751
43,9.866666666666664,6.3041519999999975
44,11.433333333333335,6.5713053
45,11.725,5.362200700000002
46,10.466666666666667,7.131058
47,9.9,5.8098529999999995
48,10.483333333333334,8.003942
49,10.416666666666666,6.200583999999999
50,9.458333333333334,6.6626080000000005
51,9.866666666666667,6.529407
52,12.625,7.6012416
53,11.54166666666667,8.083466
54,10.55,8.109911
55,11.475,8.183386
56,11.35,7.390572
57,10.241666666666664,7.7654767000000025
58,10.9,8.944882000000002
59,11.283333333333333,8.288502000000001
60,11.758333333333333,8.555912
61,11.433333333333335,8.318739
62,10.116666666666667,8.960561
63,10.341666666666667,8.659175999999999
64,11.016666666666667,8.739342
65,11.283333333333333,8.552446
66,12.625000000000002,6.40798
67,10.291666666666666,9.426157
68,9.025,9.927375999999999
69,9.9,6.878519
70,9.725,6.4331484
71,10.608333333333333,4.3228335
72,10.241666666666664,5.6515336
73,10.216666666666667,6.4156094
74,10.883333333333333,6.7252984
75,11.483333333333334,6.5014095
76,10.55,4.326671599999999
77,9.658333333333333,6.415399
78,11.2,6.380826
79,11.266666666666666,5.7354045
80,9.858333333333333,6.8376740000000025
81,9.566666666666666,5.5501246
82,10.308333333333332,7.8732039999999985
83,10.383333333333333,6.098908
84,9.391666666666667,6.908417
85,9.708333333333334,7.183713000000001
86,12.441666666666668,7.687048
87,11.291666666666664,7.8506875
88,10.383333333333333,8.255389
89,11.183333333333332,8.642053
90,11.183333333333332,6.6862473
91,10.191666666666666,8.297248
92,10.874999999999998,9.398660000000001
93,11.05,8.731126
94,11.583333333333336,8.587794
95,11.158333333333333,8.704868
96,9.775,9.135353
97,9.908333333333333,8.245525
98,10.716666666666667,8.834026
99,10.758333333333333,8.272206
100,12.016666666666666,6.9063606
