,temp,yield
0,0.04435643436409764,986.0
1,-0.13788751275819036,5.317071133213217
2,14.216666666666667,2.0102127
3,14.575,2.888157
4,14.383333333333335,2.4097
5,14.4,2.5325506
6,14.441666666666668,2.879284
7,15.241666666666667,2.9321474999999997
8,15.158333333333333,2.8857725
9,14.266666666666666,2.276329
10,13.966666666666667,2.7408617000000004
11,15.833333333333336,3.2431304
12,15.541666666666664,2.8234402999999997
13,14.408333333333333,3.035854
14,14.366666666666667,2.8331752
15,14.708333333333336,3.3853129999999996
16,14.683333333333332,3.309991
17,14.091666666666667,3.5175218999999998
18,14.016666666666667,3.5749042
19,16.075,3.4772038
20,15.708333333333336,3.1055903
21,14.858333333333333,3.1773607999999998
22,14.891666666666666,3.4016919999999997
23,14.949999999999998,3.1482357999999997
24,14.108333333333334,3.0752695
25,14.8,3.4374422999999994
26,15.158333333333333,3.5735135000000002
27,15.241666666666665,3.6865807
28,15.891666666666666,2.9974256
29,14.116666666666665,3.3842106
30,14.191666666666668,3.5973542000000003
31,14.458333333333336,3.3952497999999998
32,15.008333333333335,3.680275
33,15.916666666666664,3.6537572999999997
34,14.0,3.7166455000000003
35,13.675000000000002,3.6806936
36,13.508333333333335,2.1550267000000005
37,14.116666666666667,2.799109
38,13.733333333333334,2.2013083
39,14.025,2.3228016
40,14.041666666666664,2.6939017999999995
41,14.94166666666667,2.7990877999999997
42,14.691666666666665,2.6231542
43,13.8,2.2315905
44,13.7,2.5564310000000003
45,15.383333333333335,2.7908585
46,15.225,2.5278509999999996
47,13.866666666666667,2.8061898
48,13.916666666666664,2.5844576
49,14.108333333333334,3.094736
50,14.116666666666667,2.9907444
51,13.533333333333333,3.2800179
52,13.116666666666667,3.340546
53,15.2,3.121153
54,14.691666666666668,3.0798427999999998
55,14.733333333333334,2.9494667000000003
56,14.783333333333333,3.2822517999999996
57,14.975,3.0170484
58,14.25,2.9130762000000003
59,14.891666666666666,3.214036
60,15.316666666666665,3.3380857
61,15.45,3.4540582000000004
62,15.883333333333333,3.0642571
63,14.45,3.0521135
64,14.550000000000002,3.3159733
65,14.491666666666665,3.3366002999999997
66,14.700000000000005,3.3373269999999997
67,15.641666666666666,3.3537796
68,13.741666666666665,3.376584
69,13.675,3.5675730000000003
70,13.616666666666667,2.2574217
71,14.033333333333333,2.6248772000000002
72,13.466666666666667,2.1211187999999996
73,13.783333333333333,2.300052
74,13.816666666666665,2.5818086
75,14.574999999999996,2.7709947
76,14.241666666666665,2.6218455
77,13.408333333333335,1.9391289
78,13.233333333333333,2.4507399
79,15.083333333333336,2.9132974
80,14.866666666666667,2.6443119999999998
81,13.58333333333333,2.8328764
82,13.7,2.6265852
83,14.075,3.0474942000000005
84,13.9,2.9069114
85,13.425,3.2522707000000004
86,13.533333333333333,3.2613833
87,15.483333333333333,3.1743580000000002
88,14.9,2.8879368
89,14.366666666666667,2.8487793999999997
90,14.483333333333334,3.0662267000000005
91,14.824999999999998,2.9169414000000002
92,14.174999999999995,2.7500904
93,14.70833333333333,3.1164842
94,14.708333333333336,3.2890913
95,14.658333333333333,3.2567825
96,15.433333333333335,2.8855858
