,temp,yield
0,-0.07706671172839363,198.0
1,0.28076804956369483,6.260756530350676
2,2.325,6.3187675
3,3.591666666666667,5.148455
4,2.6,4.477278
5,1.7916666666666667,5.458305
6,2.583333333333332,5.9955373
7,3.5,5.8027396
8,3.0500000000000007,4.032639
9,2.25,5.1101575
10,3.675,6.3398767
11,3.0250000000000012,5.473195
12,2.6499999999999995,6.359355
13,2.4166666666666665,5.1405980000000016
14,2.766666666666666,4.395377
15,3.2,5.829028
16,3.649999999999999,5.9687085
17,2.075,5.7219615
18,3.975,6.3847413
19,4.4750000000000005,7.0160356
20,2.7916666666666665,6.1213403
21,4.191666666666666,5.50226
22,2.8833333333333333,4.6733456
23,2.5,5.461320400000001
24,2.7083333333333326,7.239496000000001
25,3.35,6.71315
26,4.516666666666667,6.7749232999999975
27,2.575,6.1500397000000016
28,2.958333333333333,7.0448960000000005
29,2.8083333333333336,6.3825045
30,5.366666666666667,6.815297599999999
31,3.8833333333333333,7.020853
32,4.216666666666668,7.0303945999999975
33,3.0,7.7039046
34,2.6666666666666665,7.3870296
35,3.358333333333333,7.2304277
36,4.783333333333332,6.9565399999999995
37,4.25,6.2571363
38,3.216666666666667,6.8743
39,3.733333333333334,7.7654552
40,4.15,6.8098899999999984
41,4.133333333333334,4.7872699999999995
42,2.858333333333333,5.9464474
43,5.041666666666667,7.8178625
44,4.483333333333333,7.112933
45,3.083333333333333,8.194555000000001
46,3.216666666666667,6.9379716
47,3.3833333333333333,5.7990675000000005
48,3.950000000000001,7.567126299999999
49,3.858333333333334,7.592202
50,3.275,7.179606
51,5.258333333333333,7.5569215
52,5.325,8.487969999999999
53,3.7416666666666663,7.7117752999999984
54,4.758333333333334,6.857823
55,4.691666666666666,5.939694
56,3.75,6.8448243
57,3.883333333333333,8.733899000000001
58,4.591666666666666,7.9546523
59,5.7333333333333325,8.269743
60,3.6333333333333337,7.436166
61,4.708333333333333,8.723346000000001
62,4.266666666666667,8.236011999999999
63,6.041666666666668,7.9908814
64,5.466666666666668,8.748528
65,6.041666666666668,8.510173
66,4.833333333333333,9.112129
67,4.3500000000000005,8.913246000000003
68,3.333333333333333,7.103047999999999
69,4.383333333333333,6.6162705000000015
70,3.875,6.037042
71,2.9166666666666665,6.767203
72,3.1750000000000003,7.507666
73,3.8833333333333333,6.6828704
74,3.6999999999999993,4.752961
75,2.725,5.852353
76,4.55,7.612939999999999
77,4.116666666666666,6.978160000000001
78,3.108333333333334,7.909987400000001
79,3.1333333333333337,6.7294307
80,3.049999999999999,5.8004847
81,3.35,7.534986999999999
82,3.450000000000001,7.6367993
83,2.65,6.9659333
84,5.1000000000000005,7.6235610000000005
85,4.775,8.309543
86,3.233333333333333,7.832953999999999
87,4.741666666666667,6.593122
88,4.074999999999998,5.9968457000000015
89,3.1583333333333337,6.7232666
90,3.1,8.810002
91,4.083333333333335,8.098067
92,5.041666666666667,8.396954
93,3.1583333333333337,7.449007000000001
94,3.625,8.591788000000001
95,3.3000000000000007,8.118387
96,5.258333333333332,7.977371700000001
97,4.358333333333333,8.473532
98,5.1000000000000005,8.31279
99,3.9,8.771233
100,3.541666666666666,8.525496
101,1.3750000000000002,6.789713000000001
